Kecamatan,year,month,CH,R10,R20,SPI3
Cikembar,1996.0,10.0,638.54,22.54,14.24,1.15
Cikembar,1996.0,11.0,304.56,10.84,5.36,0.55
Cikembar,1996.0,12.0,370.59,12.76,9.29,0.9
Cikembar,1997.0,1.0,215.7,9.51,1.0,-1.3
Cikembar,1997.0,2.0,504.94,18.61,14.36,0.92
Cikembar,1997.0,3.0,175.54,8.86,0.33,0.45
Cikembar,1997.0,4.0,345.36,15.19,4.73,1.12
Cikembar,1997.0,5.0,195.19,9.88,3.29,-1.07
Cikembar,1997.0,6.0,34.22,1.39,1.0,-0.85
Cikembar,1997.0,7.0,49.79,1.29,1.0,-0.98
Cikembar,1997.0,8.0,43.66,1.0,1.0,-1.22
Cikembar,1997.0,9.0,29.36,0.29,0.0,-1.18
Cikembar,1997.0,10.0,53.44,1.92,0.0,-1.71
Cikembar,1997.0,11.0,447.42,18.34,11.07,-1.21
Cikembar,1997.0,12.0,270.27,13.64,2.69,-1.74
Cikembar,1998.0,1.0,165.86,5.67,2.29,-1.34
Cikembar,1998.0,2.0,292.29,10.11,4.26,-1.15
Cikembar,1998.0,3.0,339.43,15.51,3.63,-0.33
Cikembar,1998.0,4.0,306.03,10.28,2.81,0.38
Cikembar,1998.0,5.0,355.67,15.89,8.08,0.97
Cikembar,1998.0,6.0,214.4,7.29,3.91,0.91
Cikembar,1998.0,7.0,198.49,7.59,3.81,1.2
Cikembar,1998.0,8.0,176.15,7.55,2.59,1.2
Cikembar,1998.0,9.0,114.65,3.14,1.28,0.55
Cikembar,1998.0,10.0,276.32,14.77,1.35,0.21
Cikembar,1998.0,11.0,424.95,21.35,9.46,-0.23
Cikembar,1998.0,12.0,332.53,15.92,2.61,-0.35
Cikembar,1999.0,1.0,363.45,16.0,4.44,0.05
Cikembar,1999.0,2.0,203.62,10.22,0.1,-0.11
Cikembar,1999.0,3.0,309.66,14.97,1.44,0.3
Cikembar,1999.0,4.0,313.17,14.77,4.44,-0.62
Cikembar,1999.0,5.0,147.55,5.96,0.01,-0.65
Cikembar,1999.0,6.0,49.58,1.15,1.0,-1.31
Cikembar,1999.0,7.0,59.8,2.29,1.78,-1.14
Cikembar,1999.0,8.0,25.03,0.34,0.33,-1.16
Cikembar,1999.0,9.0,56.86,3.07,0.86,-1.03
Cikembar,1999.0,10.0,506.22,18.02,8.65,0.27
Cikembar,1999.0,11.0,314.77,16.08,2.68,-0.05
Cikembar,1999.0,12.0,350.5,14.25,5.8,0.29
Cikembar,2000.0,1.0,363.93,16.25,4.58,-0.46
Cikembar,2000.0,2.0,317.29,12.65,4.94,0.61
Cikembar,2000.0,3.0,217.32,7.88,0.96,0.47
Cikembar,2000.0,4.0,406.96,19.8,6.81,0.41
Cikembar,2000.0,5.0,314.58,16.6,5.23,0.56
Cikembar,2000.0,6.0,88.66,3.03,1.69,0.57
Cikembar,2000.0,7.0,61.07,2.45,0.62,0.02
Cikembar,2000.0,8.0,105.85,5.55,1.29,-0.26
Cikembar,2000.0,9.0,183.21,9.27,4.0,0.06
Cikembar,2000.0,10.0,305.93,12.19,3.45,0.29
Cikembar,2000.0,11.0,619.43,23.58,14.02,0.55
Cikembar,2000.0,12.0,222.26,11.06,0.97,0.18
Cikembar,2001.0,1.0,468.44,21.83,7.75,1.03
Cikembar,2001.0,2.0,280.59,10.85,4.15,0.29
Cikembar,2001.0,3.0,354.29,16.86,4.19,1.92
Cikembar,2001.0,4.0,406.13,16.22,7.86,1.24
Cikembar,2001.0,5.0,259.75,8.57,3.38,1.09
Cikembar,2001.0,6.0,144.99,7.17,1.5,0.57
Cikembar,2001.0,7.0,116.87,3.24,2.98,0.27
Cikembar,2001.0,8.0,47.25,1.48,0.6,0.03
Cikembar,2001.0,9.0,283.78,14.49,4.12,0.41
Cikembar,2001.0,10.0,492.13,19.68,10.34,0.84
Cikembar,2001.0,11.0,584.3,22.17,13.31,1.12
Cikembar,2001.0,12.0,185.44,7.21,2.0,0.68
Cikembar,2002.0,1.0,365.36,13.78,6.66,0.13
Cikembar,2002.0,2.0,196.62,7.51,3.55,-1.03
Cikembar,2002.0,3.0,299.28,13.14,2.26,0.18
Cikembar,2002.0,4.0,273.43,11.79,4.51,-1.18
Cikembar,2002.0,5.0,231.92,9.04,5.82,-0.39
Cikembar,2002.0,6.0,72.52,2.17,0.0,-0.83
Cikembar,2002.0,7.0,145.78,4.88,3.89,-0.04
Cikembar,2002.0,8.0,46.34,1.3,0.86,-0.21
Cikembar,2002.0,9.0,52.88,1.8,1.02,-0.41
Cikembar,2002.0,10.0,59.95,0.13,0.0,-1.46
Cikembar,2002.0,11.0,370.18,17.52,4.71,-1.41
Cikembar,2002.0,12.0,321.63,15.28,3.46,-1.86
Cikembar,2003.0,1.0,112.33,4.29,0.0,-1.87
Cikembar,2003.0,2.0,318.86,15.28,2.83,-0.99
Cikembar,2003.0,3.0,193.81,5.15,0.28,-1.87
Cikembar,2003.0,4.0,205.39,8.57,0.43,-1.69
Cikembar,2003.0,5.0,117.62,5.25,0.86,-2.85
Cikembar,2003.0,6.0,28.66,1.13,0.0,-2.63
Cikembar,2003.0,7.0,21.86,0.37,0.0,-1.85
Cikembar,2003.0,8.0,90.94,3.72,2.24,-1.09
Cikembar,2003.0,9.0,181.73,7.17,3.42,-0.17
Cikembar,2003.0,10.0,384.17,16.62,9.59,0.45
Cikembar,2003.0,11.0,410.56,18.22,7.27,0.22
Cikembar,2003.0,12.0,307.9,14.96,4.31,-0.02
Cikembar,2004.0,1.0,241.22,9.62,0.42,-0.87
Cikembar,2004.0,2.0,258.14,12.5,1.81,-0.65
Cikembar,2004.0,3.0,284.7,12.89,2.59,-0.44
Cikembar,2004.0,4.0,383.7,15.15,6.44,0.28
Cikembar,2004.0,5.0,205.02,8.39,2.85,0.11
Cikembar,2004.0,6.0,66.29,3.92,0.57,-0.33
Cikembar,2004.0,7.0,130.45,5.62,3.44,-0.28
Cikembar,2004.0,8.0,49.26,0.86,0.0,-0.32
Cikembar,2004.0,9.0,212.55,6.93,4.58,0.22
Cikembar,2004.0,10.0,141.8,5.09,1.11,-0.3
Cikembar,2004.0,11.0,369.69,17.39,4.35,-0.52
Cikembar,2004.0,12.0,442.4,16.6,8.67,-0.75
Cikembar,2005.0,1.0,294.67,13.75,4.29,-0.03
Cikembar,2005.0,2.0,359.53,15.91,4.51,0.94
Cikembar,2005.0,3.0,250.88,10.9,1.84,0.52
Cikembar,2005.0,4.0,212.37,8.07,0.88,-0.66
Cikembar,2005.0,5.0,207.59,9.4,2.7,-1.44
Cikembar,2005.0,6.0,258.51,10.68,6.48,-0.19
Cikembar,2005.0,7.0,94.43,4.7,1.26,0.44
Cikembar,2005.0,8.0,129.56,3.47,1.46,0.81
Cikembar,2005.0,9.0,178.71,5.74,5.05,0.26
Cikembar,2005.0,10.0,245.53,13.09,1.16,0.17
Cikembar,2005.0,11.0,308.98,12.59,4.51,-0.49
Cikembar,2005.0,12.0,378.87,20.74,3.01,-0.85
Cikembar,2006.0,1.0,375.18,19.46,4.06,-0.27
Cikembar,2006.0,2.0,254.83,12.27,2.06,0.49
Cikembar,2006.0,3.0,288.22,12.88,3.51,0.61
Cikembar,2006.0,4.0,324.65,15.27,1.28,-0.24
Cikembar,2006.0,5.0,202.13,9.04,1.97,-0.31
Cikembar,2006.0,6.0,79.34,3.45,0.13,-0.64
Cikembar,2006.0,7.0,48.13,1.08,1.0,-0.67
Cikembar,2006.0,8.0,24.98,0.14,0.1,-0.99
Cikembar,2006.0,9.0,32.37,0.65,0.34,-1.33
Cikembar,2006.0,10.0,130.46,4.48,3.64,-1.28
Cikembar,2006.0,11.0,198.05,9.02,1.99,-1.98
Cikembar,2006.0,12.0,473.52,22.29,7.3,-1.56
Cikembar,2007.0,1.0,171.08,4.58,1.85,-1.61
Cikembar,2007.0,2.0,231.0,12.31,1.88,-0.24
Cikembar,2007.0,3.0,303.72,13.51,2.32,-1.12
Cikembar,2007.0,4.0,420.14,17.67,9.43,0.53
Cikembar,2007.0,5.0,253.34,11.66,3.12,0.81
Cikembar,2007.0,6.0,131.44,4.9,2.06,0.54
Cikembar,2007.0,7.0,45.52,1.54,0.43,-0.14
Cikembar,2007.0,8.0,75.73,3.61,1.37,-0.28
Cikembar,2007.0,9.0,79.17,2.49,2.21,-0.65
Cikembar,2007.0,10.0,192.2,6.8,2.26,-0.51
Cikembar,2007.0,11.0,421.64,15.67,7.6,-0.62
Cikembar,2007.0,12.0,852.67,27.35,18.4,1.51
Cikembar,2008.0,1.0,223.61,8.98,2.21,1.91
Cikembar,2008.0,2.0,384.6,16.74,7.23,2.6
Cikembar,2008.0,3.0,245.83,9.71,1.2,0.12
Cikembar,2008.0,4.0,437.76,17.98,12.18,1.46
Cikembar,2008.0,5.0,133.9,6.22,2.36,-0.29
Cikembar,2008.0,6.0,40.81,1.83,0.15,-0.6
Cikembar,2008.0,7.0,17.97,1.0,0.0,-1.62
Cikembar,2008.0,8.0,101.9,4.77,2.5,-0.92
Cikembar,2008.0,9.0,101.36,3.83,1.74,-0.53
Cikembar,2008.0,10.0,249.34,8.95,3.68,-0.14
Cikembar,2008.0,11.0,493.89,21.4,9.42,-0.15
Cikembar,2008.0,12.0,387.24,16.44,5.95,0.11
Cikembar,2009.0,1.0,300.88,12.53,5.45,0.38
Cikembar,2009.0,2.0,275.26,11.25,1.42,0.25
Cikembar,2009.0,3.0,250.22,12.09,1.94,-0.1
Cikembar,2009.0,4.0,243.39,9.72,0.82,-1.18
Cikembar,2009.0,5.0,333.59,12.53,4.97,-0.22
Cikembar,2009.0,6.0,166.87,6.66,3.19,0.2
Cikembar,2009.0,7.0,35.99,1.92,0.05,0.34
Cikembar,2009.0,8.0,28.46,0.65,0.0,-0.41
Cikembar,2009.0,9.0,180.8,2.81,2.64,-0.41
Cikembar,2009.0,10.0,289.31,12.83,5.55,0.01
Cikembar,2009.0,11.0,485.33,18.04,8.56,0.16
Cikembar,2009.0,12.0,284.21,11.36,1.63,-0.23
Cikembar,2010.0,1.0,285.74,15.59,1.67,-0.31
Cikembar,2010.0,2.0,375.56,15.89,6.09,0.15
Cikembar,2010.0,3.0,416.52,18.67,5.57,1.75
Cikembar,2010.0,4.0,150.23,5.48,0.87,0.42
Cikembar,2010.0,5.0,469.42,20.24,8.36,1.19
Cikembar,2010.0,6.0,191.79,7.19,3.54,0.57
Cikembar,2010.0,7.0,247.56,12.47,3.92,1.64
Cikembar,2010.0,8.0,301.29,11.25,6.01,1.68
Cikembar,2010.0,9.0,575.55,21.63,11.62,2.05
Cikembar,2010.0,10.0,400.89,19.46,5.74,1.7
Cikembar,2010.0,11.0,328.97,16.7,3.78,1.0
Cikembar,2010.0,12.0,306.36,15.61,1.25,-0.34
Cikembar,2011.0,1.0,227.03,9.17,0.87,-1.48
Cikembar,2011.0,2.0,166.78,6.25,1.31,-1.34
Cikembar,2011.0,3.0,221.98,9.66,0.04,-1.96
Cikembar,2011.0,4.0,287.95,11.65,2.45,-2.13
Cikembar,2011.0,5.0,265.61,14.57,2.08,-0.6
Cikembar,2011.0,6.0,95.19,3.62,1.89,-0.37
Cikembar,2011.0,7.0,58.61,1.77,1.6,-0.19
Cikembar,2011.0,8.0,29.47,1.0,0.0,-0.75
Cikembar,2011.0,9.0,61.46,3.0,0.89,-0.97
Cikembar,2011.0,10.0,192.87,8.73,2.53,-0.78
Cikembar,2011.0,11.0,519.92,21.03,11.87,-0.36
Cikembar,2011.0,12.0,343.56,13.81,4.03,-0.24
Cikembar,2012.0,1.0,232.81,7.64,1.59,-0.08
Cikembar,2012.0,2.0,227.23,8.95,0.58,-0.67
Cikembar,2012.0,3.0,197.97,7.23,1.37,-1.56
Cikembar,2012.0,4.0,472.36,17.66,10.56,0.03
Cikembar,2012.0,5.0,232.57,7.95,5.7,0.32
Cikembar,2012.0,6.0,84.99,2.43,1.41,0.46
Cikembar,2012.0,7.0,35.85,0.02,0.0,-0.54
Cikembar,2012.0,8.0,44.38,1.85,0.0,-0.89
Cikembar,2012.0,9.0,54.95,2.76,0.9,-1.08
Cikembar,2012.0,10.0,260.05,12.09,6.01,-0.46
Cikembar,2012.0,11.0,506.3,20.57,12.1,-0.22
Cikembar,2012.0,12.0,499.22,23.91,9.89,0.7
Cikembar,2013.0,1.0,415.69,17.9,7.29,1.56
Cikembar,2013.0,2.0,201.33,7.7,1.86,1.04
Cikembar,2013.0,3.0,267.83,10.08,2.11,0.36
Cikembar,2013.0,4.0,289.83,11.05,3.53,-1.28
Cikembar,2013.0,5.0,466.49,16.03,11.15,1.11
Cikembar,2013.0,6.0,187.17,6.66,2.44,1.25
Cikembar,2013.0,7.0,271.31,12.11,5.43,1.68
Cikembar,2013.0,8.0,149.77,3.34,3.02,1.26
Cikembar,2013.0,9.0,146.41,3.25,3.25,0.78
Cikembar,2013.0,10.0,272.65,8.94,6.21,0.21
Cikembar,2013.0,11.0,360.88,14.13,5.87,-0.34
Cikembar,2013.0,12.0,599.54,21.41,10.89,0.56
Cikembar,2014.0,1.0,446.91,17.87,10.52,1.5
Cikembar,2014.0,2.0,360.03,13.24,8.24,2.37
Cikembar,2014.0,3.0,391.77,18.52,4.53,2.54
Cikembar,2014.0,4.0,361.81,19.01,1.89,1.82
Cikembar,2014.0,5.0,240.27,10.73,0.81,0.92
Cikembar,2014.0,6.0,177.89,7.6,2.19,0.4
Cikembar,2014.0,7.0,278.77,8.35,6.85,0.95
Cikembar,2014.0,8.0,89.41,4.19,2.32,1.05
Cikembar,2014.0,9.0,60.68,1.0,1.0,0.35
Cikembar,2014.0,10.0,95.61,2.69,0.15,-0.96
Cikembar,2014.0,11.0,523.99,21.58,13.53,-0.66
Cikembar,2014.0,12.0,408.83,19.11,8.44,-0.37
Cikembar,2015.0,1.0,273.11,11.25,3.88,0.51
Cikembar,2015.0,2.0,403.13,18.42,8.59,0.89
Cikembar,2015.0,3.0,290.9,13.32,3.01,0.98
Cikembar,2015.0,4.0,210.3,7.89,0.71,0.09
Cikembar,2015.0,5.0,162.09,7.48,3.86,-1.51
Cikembar,2015.0,6.0,70.82,2.23,1.0,-1.82
Cikembar,2015.0,7.0,22.31,0.14,0.0,-1.15
Cikembar,2015.0,8.0,41.17,1.0,1.0,-1.16
Cikembar,2015.0,9.0,39.41,0.79,0.0,-1.36
Cikembar,2015.0,10.0,50.2,3.0,0.86,-1.67
Cikembar,2015.0,11.0,367.17,16.25,5.62,-1.52
Cikembar,2015.0,12.0,368.57,17.4,6.83,-1.66
Cikembar,2016.0,1.0,240.27,9.55,1.38,-0.77
Cikembar,2016.0,2.0,307.93,15.38,3.74,-0.01
Cikembar,2016.0,3.0,375.2,20.79,4.03,0.66
Cikembar,2016.0,4.0,471.61,22.97,9.05,2.13
Cikembar,2016.0,5.0,342.3,15.43,6.97,2.11
Cikembar,2016.0,6.0,340.61,10.76,6.11,2.21
Cikembar,2016.0,7.0,341.0,14.81,7.2,1.96
Cikembar,2016.0,8.0,178.55,4.81,3.1,2.02
Cikembar,2016.0,9.0,672.44,18.63,15.38,2.17
Cikembar,2016.0,10.0,458.33,21.85,7.76,1.75
Cikembar,2016.0,11.0,908.69,29.23,22.63,2.38
Cikembar,2016.0,12.0,197.63,5.76,0.96,1.88
Cikembar,2017.0,1.0,246.51,10.44,0.98,1.24
Cikembar,2017.0,2.0,268.4,11.31,4.38,-1.26
Cikembar,2017.0,3.0,272.35,8.84,2.35,-0.41
Cikembar,2017.0,4.0,365.92,16.21,3.08,0.11
Cikembar,2017.0,5.0,314.06,11.96,8.19,0.65
Cikembar,2017.0,6.0,244.39,11.35,6.01,1.15
Cikembar,2017.0,7.0,108.4,4.66,2.07,0.84
Cikembar,2017.0,8.0,42.91,1.26,1.0,0.45
Cikembar,2017.0,9.0,196.58,3.92,3.63,0.05
Cikembar,2017.0,10.0,452.83,18.56,10.41,0.54
Cikembar,2017.0,11.0,666.3,22.04,12.57,1.02
Cikembar,2017.0,12.0,269.73,11.22,3.0,1.2
Cikembar,2018.0,1.0,225.52,10.79,0.45,0.27
Cikembar,2018.0,2.0,273.37,12.87,3.37,-0.89
Cikembar,2018.0,3.0,254.94,11.03,1.52,-0.7
Cikembar,2018.0,4.0,336.17,16.01,4.75,-0.27
Cikembar,2018.0,5.0,198.27,10.57,2.48,-0.5
Cikembar,2018.0,6.0,88.06,4.53,1.86,-0.54
Cikembar,2018.0,7.0,17.24,0.05,0.0,-0.83
Cikembar,2018.0,8.0,29.8,0.86,0.86,-1.15
Cikembar,2018.0,9.0,96.88,4.07,0.69,-1.02
Cikembar,2018.0,10.0,168.32,8.7,1.07,-0.73
Cikembar,2018.0,11.0,601.74,23.83,12.84,-0.08
Cikembar,2018.0,12.0,269.69,11.39,1.72,-0.32
Cikembar,2019.0,1.0,253.49,9.92,1.85,0.08
Cikembar,2019.0,2.0,273.83,14.25,0.68,-0.71
Cikembar,2019.0,3.0,294.98,14.62,2.36,-0.13
Cikembar,2019.0,4.0,315.84,13.75,3.53,-0.09
Cikembar,2019.0,5.0,165.3,7.68,2.31,-0.6
Cikembar,2019.0,6.0,26.01,1.0,0.21,-1.33
Cikembar,2019.0,7.0,29.97,2.02,0.0,-1.39
Cikembar,2019.0,8.0,30.88,1.0,0.78,-1.67
Cikembar,2019.0,9.0,42.99,2.08,0.78,-1.35
Cikembar,2019.0,10.0,107.77,4.07,0.23,-1.31
Cikembar,2019.0,11.0,257.63,10.93,3.94,-1.74
Cikembar,2019.0,12.0,508.38,22.87,11.68,-1.16
Cikembar,2020.0,1.0,255.22,9.27,3.88,-0.5
Cikembar,2020.0,2.0,291.53,11.09,4.74,0.74
Cikembar,2020.0,3.0,296.96,14.52,1.56,0.04
Cikembar,2020.0,4.0,338.57,18.13,1.99,0.28
Cikembar,2020.0,5.0,399.66,15.61,6.73,1.18
Cikembar,2020.0,6.0,116.58,4.53,0.09,0.8
Cikembar,2020.0,7.0,101.71,4.42,2.06,0.66
Cikembar,2020.0,8.0,125.42,2.63,2.63,0.21
Cikembar,2020.0,9.0,281.43,6.29,5.17,0.61
Cikembar,2020.0,10.0,325.87,13.78,5.96,0.63
Cikembar,2020.0,11.0,440.64,15.99,9.44,0.4
Cikembar,2020.0,12.0,369.87,15.82,5.45,0.13
Cikembar,2021.0,1.0,251.05,9.53,1.9,-0.28
Cikembar,2021.0,2.0,320.78,12.77,5.5,0.13
Cikembar,2021.0,3.0,197.83,5.05,0.0,-0.56
Cikembar,2021.0,4.0,272.66,12.56,4.69,-0.96
Cikembar,2021.0,5.0,279.31,9.93,4.81,-0.8
Cikembar,2021.0,6.0,204.97,9.31,1.89,0.27
Cikembar,2021.0,7.0,107.59,4.25,1.89,0.56
Cikembar,2021.0,8.0,141.61,5.93,2.91,0.7
Cikembar,2021.0,9.0,374.27,13.68,8.5,0.94
Cikembar,2021.0,10.0,465.92,17.38,9.29,1.17
Cikembar,2021.0,11.0,694.74,25.12,17.88,1.48
Cikembar,2021.0,12.0,311.9,11.78,3.93,1.53
Cikembar,2022.0,1.0,205.91,7.27,1.21,0.54
Cikembar,2022.0,2.0,210.91,9.12,0.93,-1.15
Cikembar,2022.0,3.0,285.39,13.47,2.31,-1.15
Cikembar,2022.0,4.0,323.59,12.21,3.6,-0.69
Cikembar,2022.0,5.0,288.08,12.06,2.34,0.27
Cikembar,2022.0,6.0,219.96,9.6,1.54,0.68
Cikembar,2022.0,7.0,150.79,5.74,3.29,0.82
Cikembar,2022.0,8.0,234.83,10.71,5.3,1.26
Cikembar,2022.0,9.0,536.07,16.44,10.79,1.64
Cikembar,2022.0,10.0,425.09,17.9,8.62,1.56
Cikembar,2022.0,11.0,607.4,22.57,17.0,1.54
Cikembar,2022.0,12.0,312.92,13.77,2.74,1.03
Cikembar,2023.0,1.0,218.97,4.89,0.8,0.15
Cikembar,2023.0,2.0,301.44,13.62,2.86,-0.49
Cikembar,2023.0,3.0,301.32,14.63,3.77,-0.13
Cikembar,2023.0,4.0,319.12,13.33,4.69,0.24
Cikembar,2023.0,5.0,213.51,10.28,4.17,-0.17
Cikembar,2023.0,6.0,133.78,5.45,2.46,-0.26
Cikembar,2023.0,7.0,67.96,2.64,1.56,-0.21
Cikembar,2023.0,8.0,52.04,1.09,0.09,-0.28
Cikembar,2023.0,9.0,27.51,0.05,0.0,-0.99
Cikembar,2023.0,10.0,140.06,6.97,1.65,-1.1
Cikembar,2023.0,11.0,616.18,23.67,12.88,-0.33
Cikembar,2023.0,12.0,168.2,6.94,0.64,-0.89
Cikembar,2024.0,1.0,321.03,15.62,2.48,-0.03
Cikembar,2024.0,2.0,262.03,11.59,1.51,-1.0
Cikembar,2024.0,3.0,285.86,14.7,2.47,0.24
Cikembar,2024.0,4.0,492.01,20.15,9.47,1.23
Cikembar,2024.0,5.0,109.55,3.9,0.86,0.21
Cikembar,2024.0,6.0,203.57,8.01,2.35,0.54
Cikembar,2024.0,7.0,113.58,4.22,2.28,-0.16
Cikembar,2024.0,8.0,76.77,1.53,0.87,0.44
Cikembar,2024.0,9.0,281.07,9.79,6.68,0.49
Cikembar,2024.0,10.0,148.35,6.93,0.0,0.03
Cikembar,2024.0,11.0,719.98,24.03,19.13,0.65
Cikembar,2024.0,12.0,439.3,15.57,7.86,0.88
Cikembar,2025.0,1.0,320.97,12.63,3.86,1.83
Cikembar,2025.0,2.0,202.13,9.06,0.46,0.25
Cikembar,2025.0,3.0,247.85,7.49,3.34,-0.55
Cikembar,2025.0,4.0,371.77,19.55,3.45,-0.67
Cikembar,2025.0,5.0,326.22,16.3,4.51,0.61
Cikembar,2025.0,6.0,228.36,9.79,4.19,1.17
Cikembar,2025.0,7.0,164.73,6.86,3.12,1.03
Cikembar,2025.0,8.0,316.67,12.73,8.93,1.59
Cikembar,2025.0,9.0,381.44,12.39,9.01,1.52
Cikembar,2025.0,10.0,409.77,19.05,7.48,1.41
Cikembar,2025.0,11.0,435.31,19.98,6.42,0.83
Cikembar,2025.0,12.0,435.57,19.04,7.59,0.76
Cikidang,1996.0,1.0,394.59,20.48,4.38,
Cikidang,1996.0,2.0,273.4,12.69,3.55,
Cikidang,1996.0,3.0,281.02,11.5,4.82,-0.04
Cikidang,1996.0,4.0,366.98,14.83,9.81,-0.48
Cikidang,1996.0,5.0,178.14,7.24,3.47,-0.89
Cikidang,1996.0,6.0,95.36,3.14,1.0,-0.87
Cikidang,1996.0,7.0,52.76,1.0,1.0,-1.14
Cikidang,1996.0,8.0,249.13,11.6,5.59,0.03
Cikidang,1996.0,9.0,264.21,7.64,5.56,0.31
Cikidang,1996.0,10.0,736.84,23.91,17.88,1.12
Cikidang,1996.0,11.0,458.04,18.23,8.73,0.58
Cikidang,1996.0,12.0,458.04,12.06,10.94,0.83
Cikidang,1997.0,1.0,243.79,11.91,1.52,-1.03
Cikidang,1997.0,2.0,625.95,19.87,14.31,1.03
Cikidang,1997.0,3.0,195.51,8.25,2.99,0.73
Cikidang,1997.0,4.0,361.81,15.73,4.73,1.56
Cikidang,1997.0,5.0,216.77,8.06,3.1,-1.26
Cikidang,1997.0,6.0,21.87,1.24,0.38,-1.12
Cikidang,1997.0,7.0,68.89,2.67,1.0,-1.25
Cikidang,1997.0,8.0,55.64,1.0,1.0,-1.39
Cikidang,1997.0,9.0,38.15,0.38,0.0,-1.24
Cikidang,1997.0,10.0,64.47,3.44,0.55,-1.82
Cikidang,1997.0,11.0,535.43,17.47,12.2,-1.44
Cikidang,1997.0,12.0,288.51,15.58,2.85,-2.25
Cikidang,1998.0,1.0,165.44,6.2,1.88,-1.89
Cikidang,1998.0,2.0,330.54,10.53,4.91,-1.52
Cikidang,1998.0,3.0,369.37,16.49,6.36,-0.64
Cikidang,1998.0,4.0,359.62,15.55,4.98,0.64
Cikidang,1998.0,5.0,405.25,17.65,10.46,1.06
Cikidang,1998.0,6.0,224.24,8.4,3.88,0.93
Cikidang,1998.0,7.0,227.28,10.16,4.58,0.98
Cikidang,1998.0,8.0,227.09,10.86,3.14,1.0
Cikidang,1998.0,9.0,169.16,6.02,2.86,0.45
Cikidang,1998.0,10.0,338.54,15.48,4.1,0.18
Cikidang,1998.0,11.0,553.45,21.35,12.33,-0.26
Cikidang,1998.0,12.0,467.31,17.5,8.68,-0.21
Cikidang,1999.0,1.0,434.44,16.0,8.63,0.29
Cikidang,1999.0,2.0,215.0,10.24,1.49,0.14
Cikidang,1999.0,3.0,370.89,19.33,4.85,0.44
Cikidang,1999.0,4.0,303.88,11.97,5.39,-0.77
Cikidang,1999.0,5.0,201.64,9.85,1.43,-0.54
Cikidang,1999.0,6.0,74.13,1.24,1.0,-1.25
Cikidang,1999.0,7.0,70.68,2.06,1.94,-1.03
Cikidang,1999.0,8.0,30.04,0.24,0.24,-1.17
Cikidang,1999.0,9.0,90.46,4.49,2.15,-1.07
Cikidang,1999.0,10.0,556.98,18.38,10.94,0.05
Cikidang,1999.0,11.0,376.29,17.87,6.13,-0.35
Cikidang,1999.0,12.0,424.98,16.58,8.64,-0.21
Cikidang,2000.0,1.0,420.55,19.94,4.76,-0.73
Cikidang,2000.0,2.0,366.63,13.84,6.0,0.56
Cikidang,2000.0,3.0,243.27,10.91,1.67,0.51
Cikidang,2000.0,4.0,410.08,21.19,6.56,0.33
Cikidang,2000.0,5.0,387.79,16.47,7.63,0.52
Cikidang,2000.0,6.0,101.06,3.21,1.01,0.51
Cikidang,2000.0,7.0,106.39,5.94,0.56,0.1
Cikidang,2000.0,8.0,145.56,6.2,3.87,-0.16
Cikidang,2000.0,9.0,264.28,10.84,7.21,0.17
Cikidang,2000.0,10.0,373.9,14.79,6.6,0.28
Cikidang,2000.0,11.0,795.95,25.77,16.38,0.53
Cikidang,2000.0,12.0,257.0,11.66,3.08,0.04
Cikidang,2001.0,1.0,533.39,22.31,11.52,0.81
Cikidang,2001.0,2.0,321.85,12.43,4.74,0.12
Cikidang,2001.0,3.0,407.45,18.6,4.71,1.93
Cikidang,2001.0,4.0,368.44,14.43,7.32,0.94
Cikidang,2001.0,5.0,339.22,13.83,3.61,0.96
Cikidang,2001.0,6.0,167.62,6.55,2.29,0.4
Cikidang,2001.0,7.0,164.69,5.1,3.92,0.38
Cikidang,2001.0,8.0,51.0,1.66,1.3,-0.03
Cikidang,2001.0,9.0,405.66,16.79,7.94,0.45
Cikidang,2001.0,10.0,620.84,22.01,13.74,0.84
Cikidang,2001.0,11.0,730.72,23.7,17.5,1.12
Cikidang,2001.0,12.0,209.09,8.86,3.51,0.52
Cikidang,2002.0,1.0,386.88,15.29,8.45,-0.26
Cikidang,2002.0,2.0,232.84,9.25,2.76,-1.27
Cikidang,2002.0,3.0,352.3,15.8,5.53,0.12
Cikidang,2002.0,4.0,294.21,12.9,5.79,-0.85
Cikidang,2002.0,5.0,274.38,9.16,8.16,-0.24
Cikidang,2002.0,6.0,119.06,4.07,1.73,-0.59
Cikidang,2002.0,7.0,196.07,5.96,4.27,0.08
Cikidang,2002.0,8.0,67.72,3.86,0.62,-0.03
Cikidang,2002.0,9.0,67.8,2.38,0.97,-0.43
Cikidang,2002.0,10.0,86.92,3.78,0.0,-1.45
Cikidang,2002.0,11.0,514.75,22.11,9.25,-1.34
Cikidang,2002.0,12.0,402.39,19.95,5.55,-1.69
Cikidang,2003.0,1.0,127.52,5.5,0.6,-1.6
Cikidang,2003.0,2.0,330.61,15.31,3.88,-1.1
Cikidang,2003.0,3.0,227.37,8.53,0.0,-2.07
Cikidang,2003.0,4.0,207.73,8.31,1.18,-1.9
Cikidang,2003.0,5.0,140.33,7.41,0.83,-2.88
Cikidang,2003.0,6.0,38.73,1.48,0.0,-2.67
Cikidang,2003.0,7.0,30.23,1.0,0.0,-1.93
Cikidang,2003.0,8.0,128.0,4.76,4.55,-1.01
