Kecamatan,year,CH_DJF,R10_DJF,R20_DJF,SPI3_DJF,CH_JJA,R10_JJA,R20_JJA,SPI3_JJA
Bantargadung,1996.0,621.04,31.75,6.47,,332.6,13.68,5.77,-0.65
Bantargadung,1997.0,1177.58,41.47,25.83,0.25,134.27,4.44,2.3,-1.12
Bantargadung,1998.0,740.52,29.16,9.11,-1.74,607.41,24.94,10.39,0.96
Bantargadung,1999.0,983.58,42.98,11.13,0.08,153.82,3.68,2.56,-1.13
Bantargadung,2000.0,1088.55,45.53,17.66,-0.02,292.91,13.47,3.12,0.11
Bantargadung,2001.0,1007.42,44.38,14.53,0.41,344.07,12.94,6.57,0.27
Bantargadung,2002.0,753.52,28.94,11.99,-0.21,329.47,11.78,5.75,-0.23
Bantargadung,2003.0,789.33,37.2,7.28,-1.47,164.3,6.56,3.4,-1.85
Bantargadung,2004.0,850.14,39.46,8.49,-0.5,282.23,11.5,4.41,-0.31
Bantargadung,2005.0,1185.71,51.74,22.39,0.16,559.69,19.71,11.4,0.46
Bantargadung,2006.0,1045.11,52.14,11.25,-0.28,177.05,7.05,3.22,-0.79
Bantargadung,2007.0,950.14,42.45,13.29,-0.94,285.01,12.89,3.34,0.03
Bantargadung,2008.0,1570.4,52.62,31.33,2.02,167.84,6.93,3.21,-1.16
Bantargadung,2009.0,1026.33,42.56,18.26,0.29,248.74,9.87,3.49,0.04
Bantargadung,2010.0,1008.75,47.67,10.24,-0.05,813.59,35.39,15.09,1.37
Bantargadung,2011.0,746.22,32.38,4.16,-0.99,199.75,7.23,4.38,-0.45
Bantargadung,2012.0,866.69,36.09,6.88,-0.3,182.29,7.23,1.76,-0.35
Bantargadung,2013.0,1173.91,50.76,18.52,1.04,689.54,23.5,14.3,1.33
Bantargadung,2014.0,1507.93,53.74,31.04,1.53,613.54,20.4,11.98,0.79
Bantargadung,2015.0,1098.59,48.98,21.14,0.21,148.36,4.45,2.79,-1.39
Bantargadung,2016.0,951.24,43.9,11.27,-0.87,927.98,32.55,18.62,2.01
Bantargadung,2017.0,752.42,30.94,4.69,0.67,464.66,18.68,10.5,0.9
Bantargadung,2018.0,815.81,37.53,8.4,0.16,149.82,5.2,2.08,-0.85
Bantargadung,2019.0,850.51,36.74,7.89,-0.27,96.74,4.34,1.07,-1.45
Bantargadung,2020.0,1095.53,44.22,20.13,-0.33,383.42,14.06,5.81,0.53
Bantargadung,2021.0,1002.53,40.6,14.15,0.11,503.56,17.74,7.88,0.51
Bantargadung,2022.0,775.41,30.75,5.75,0.28,677.3,27.85,11.89,0.96
Bantargadung,2023.0,873.65,37.48,8.67,0.11,310.13,11.64,5.7,-0.15
Bantargadung,2024.0,771.15,33.93,5.43,-0.68,416.3,17.33,6.24,0.27
Bantargadung,2025.0,1027.48,38.66,15.21,1.05,820.05,32.82,20.39,1.3
Bantargadung,2026.0,489.45,19.27,9.78,0.77,,,,
Baros,1996.0,650.89,30.88,8.05,,355.45,14.64,6.93,-0.68
Baros,1997.0,1225.86,42.05,25.39,0.11,136.94,5.55,1.38,-1.1
Baros,1998.0,864.74,35.25,10.98,-1.02,697.4,26.83,12.84,1.18
Baros,1999.0,1027.24,45.74,13.42,0.06,171.02,6.02,3.23,-1.19
Baros,2000.0,1096.62,47.26,17.35,0.03,336.27,10.11,6.57,0.2
Baros,2001.0,1123.51,51.96,21.85,0.79,376.78,12.35,7.49,0.34
Baros,2002.0,881.66,36.97,13.41,0.22,317.34,9.92,6.23,-0.37
Baros,2003.0,858.06,36.76,9.22,-1.55,181.14,5.29,2.38,-1.79
Baros,2004.0,919.21,42.55,10.39,-0.44,297.8,12.66,5.4,-0.17
Baros,2005.0,1206.64,52.76,21.64,0.08,578.55,17.19,10.13,0.32
Baros,2006.0,1163.21,57.18,11.57,0.07,183.83,7.53,4.1,-0.74
Baros,2007.0,965.82,41.64,15.93,-1.21,313.93,10.18,5.74,0.05
Baros,2008.0,1548.21,57.13,29.73,1.92,205.59,6.57,4.31,-1.02
Baros,2009.0,1081.14,43.51,18.33,0.32,270.04,9.61,5.76,0.08
Baros,2010.0,1076.98,50.3,10.97,-0.06,918.69,28.79,20.39,1.27
Baros,2011.0,785.25,34.97,5.0,-0.96,226.09,9.08,3.83,-0.37
Baros,2012.0,895.67,38.37,7.45,-0.25,218.53,6.89,2.36,-0.24
Baros,2013.0,1201.08,54.23,20.65,1.01,729.46,23.27,14.71,1.47
Baros,2014.0,1508.17,57.35,34.3,1.26,656.41,19.83,11.49,0.89
Baros,2015.0,1175.79,50.07,20.68,0.21,151.71,6.13,2.3,-1.44
Baros,2016.0,978.23,44.32,13.58,-1.05,1012.59,36.04,20.54,1.98
Baros,2017.0,789.49,32.56,8.13,0.46,422.79,13.03,7.68,0.6
Baros,2018.0,860.0,38.53,8.35,0.21,167.99,6.74,2.32,-0.81
Baros,2019.0,861.86,39.27,5.55,-0.55,98.18,2.67,0.89,-1.49
Baros,2020.0,1143.91,45.64,20.59,-0.53,398.13,10.4,5.37,0.53
Baros,2021.0,1013.87,39.26,15.64,-0.15,554.71,18.25,11.84,0.49
Baros,2022.0,803.94,38.05,5.29,0.36,710.77,25.84,13.17,0.94
Baros,2023.0,935.32,35.94,9.02,0.44,287.51,9.7,4.33,-0.34
Baros,2024.0,823.97,39.5,5.54,-0.86,450.66,15.23,9.31,0.11
Baros,2025.0,1036.0,41.58,12.14,0.82,870.48,33.13,21.16,1.27
Baros,2026.0,415.63,19.0,7.68,0.75,,,,
Bojonggenteng,1996.0,580.48,25.48,5.43,,355.12,14.86,6.84,-0.59
Bojonggenteng,1997.0,1122.1,39.09,23.44,0.21,127.36,3.91,1.91,-1.2
Bojonggenteng,1998.0,703.63,26.08,7.36,-1.15,561.45,23.11,7.48,1.09
Bojonggenteng,1999.0,887.08,39.16,10.76,-0.22,152.71,4.81,3.29,-1.33
Bojonggenteng,2000.0,1005.9,40.96,15.45,-0.18,299.09,11.68,4.54,0.26
Bojonggenteng,2001.0,1001.39,43.95,14.01,0.67,323.45,13.11,6.75,0.28
Bojonggenteng,2002.0,764.89,31.07,12.66,-0.01,300.97,14.46,5.5,-0.3
Bojonggenteng,2003.0,746.94,34.7,6.28,-1.66,152.27,6.26,3.45,-1.98
Bojonggenteng,2004.0,847.82,35.77,8.4,-0.28,262.27,11.93,2.65,-0.2
Bojonggenteng,2005.0,1098.81,48.15,18.25,0.1,549.5,18.95,11.73,0.5
Bojonggenteng,2006.0,1013.4,49.5,8.5,-0.25,166.19,7.46,2.54,-0.88
Bojonggenteng,2007.0,918.09,40.14,14.17,-0.91,293.25,9.82,3.4,0.03
Bojonggenteng,2008.0,1498.63,53.75,26.78,2.23,189.08,7.37,4.44,-0.87
Bojonggenteng,2009.0,1019.1,45.64,14.16,0.43,249.67,10.06,4.29,0.15
Bojonggenteng,2010.0,985.3,46.02,9.68,-0.01,774.0,29.78,12.71,1.24
Bojonggenteng,2011.0,716.6,32.39,3.43,-1.06,214.33,9.19,3.28,-0.32
Bojonggenteng,2012.0,826.82,32.9,5.85,-0.19,182.31,6.91,1.1,-0.28
Bojonggenteng,2013.0,1108.79,45.47,16.97,1.02,617.24,23.55,10.9,1.21
Bojonggenteng,2014.0,1457.53,55.37,30.04,1.62,554.14,21.23,11.22,0.75
Bojonggenteng,2015.0,1080.26,46.99,19.23,0.14,157.44,4.88,2.92,-1.39
Bojonggenteng,2016.0,890.45,40.33,10.42,-1.02,839.15,32.18,15.97,1.89
Bojonggenteng,2017.0,717.07,33.14,4.3,0.64,428.42,16.47,8.65,0.85
Bojonggenteng,2018.0,793.71,33.14,9.06,0.09,151.75,6.2,2.04,-0.81
Bojonggenteng,2019.0,806.88,34.04,4.82,-0.32,90.38,3.98,0.68,-1.4
Bojonggenteng,2020.0,1039.39,40.63,18.77,-0.4,367.31,12.81,5.44,0.35
Bojonggenteng,2021.0,931.85,37.16,13.04,-0.19,483.69,16.3,8.25,0.52
Bojonggenteng,2022.0,732.36,30.23,4.88,0.15,642.66,25.59,9.17,0.98
Bojonggenteng,2023.0,845.54,33.71,8.28,0.22,321.23,13.03,5.51,-0.05
Bojonggenteng,2024.0,756.56,32.11,4.95,-0.72,380.42,14.63,6.32,0.12
Bojonggenteng,2025.0,930.54,39.51,13.51,0.83,807.94,34.36,16.53,1.39
Bojonggenteng,2026.0,434.21,19.79,8.4,0.63,,,,
Caringin,1996.0,705.04,34.39,8.35,,336.1,11.77,6.14,-0.6
Caringin,1997.0,1327.05,43.47,27.94,0.07,139.5,4.29,2.16,-1.01
Caringin,1998.0,864.79,34.73,12.93,-0.99,632.03,24.86,11.64,1.16
Caringin,1999.0,1043.74,43.55,17.18,-0.18,162.58,5.98,2.08,-1.23
Caringin,2000.0,1156.98,46.15,20.94,-0.04,312.96,11.41,6.16,0.24
Caringin,2001.0,1171.8,48.57,21.33,0.68,330.14,12.75,6.64,0.2
Caringin,2002.0,936.24,37.06,16.69,0.08,296.44,12.25,4.2,-0.37
Caringin,2003.0,899.36,37.84,12.47,-1.66,173.79,5.73,3.25,-1.95
Caringin,2004.0,971.42,43.2,12.77,-0.42,266.07,10.18,3.22,-0.2
Caringin,2005.0,1272.35,55.52,23.89,0.0,561.68,15.67,8.58,0.34
Caringin,2006.0,1224.28,56.66,16.19,-0.09,171.04,6.64,1.27,-0.79
Caringin,2007.0,1032.26,42.75,18.39,-1.18,305.78,9.45,5.25,0.05
Caringin,2008.0,1697.89,58.92,31.27,2.09,203.85,6.44,4.45,-0.88
Caringin,2009.0,1164.19,51.7,20.58,0.27,266.87,9.92,3.81,0.12
Caringin,2010.0,1141.39,51.61,17.51,-0.12,822.98,28.5,13.21,1.19
Caringin,2011.0,836.27,38.86,5.89,-1.07,217.52,8.0,4.51,-0.37
Caringin,2012.0,941.9,36.61,7.61,-0.31,202.34,7.77,1.66,-0.26
Caringin,2013.0,1266.23,52.24,22.34,0.88,646.19,22.44,11.27,1.34
Caringin,2014.0,1673.26,59.07,34.63,1.5,576.1,19.19,11.2,0.8
Caringin,2015.0,1281.12,50.43,25.09,0.15,151.55,5.32,2.37,-1.48
Caringin,2016.0,1059.78,46.97,18.21,-0.96,896.68,32.42,18.33,1.98
Caringin,2017.0,857.28,36.32,9.31,0.57,387.43,16.66,7.76,0.62
Caringin,2018.0,941.2,39.85,11.14,0.23,154.39,5.73,2.36,-0.81
Caringin,2019.0,973.21,44.14,11.74,-0.2,98.35,4.95,0.25,-1.37
Caringin,2020.0,1240.57,49.28,23.67,-0.45,363.01,11.06,5.96,0.42
Caringin,2021.0,1120.95,45.23,17.75,-0.08,527.65,20.74,8.81,0.56
Caringin,2022.0,866.98,37.95,8.6,0.3,693.11,25.58,12.75,1.0
Caringin,2023.0,1024.85,41.12,13.3,0.46,280.67,10.98,3.84,-0.21
Caringin,2024.0,904.57,41.83,8.96,-0.67,409.59,15.61,8.3,0.1
Caringin,2025.0,1122.27,45.19,16.73,0.91,853.91,33.23,17.96,1.38
Caringin,2026.0,464.5,21.06,8.79,0.69,,,,
Ciambar,1996.0,608.77,27.42,5.43,,315.15,12.03,5.99,-0.6
Ciambar,1997.0,1146.54,41.18,23.51,0.08,125.11,3.98,1.97,-1.11
Ciambar,1998.0,735.65,25.99,7.25,-1.01,544.8,23.47,7.44,1.11
Ciambar,1999.0,899.28,36.68,12.02,-0.28,153.68,5.42,2.2,-1.27
Ciambar,2000.0,999.4,37.55,16.32,-0.28,289.64,10.99,4.8,0.28
Ciambar,2001.0,1023.37,43.95,16.65,0.58,310.33,12.29,6.5,0.25
Ciambar,2002.0,807.16,33.37,13.78,-0.05,280.68,12.36,3.74,-0.35
Ciambar,2003.0,762.79,32.93,8.19,-1.77,145.11,5.29,3.22,-2.02
Ciambar,2004.0,859.41,36.72,9.96,-0.38,246.2,11.1,2.3,-0.18
Ciambar,2005.0,1107.69,48.32,17.3,-0.04,517.55,16.87,9.59,0.42
Ciambar,2006.0,1051.52,47.6,10.14,-0.26,155.97,6.2,0.27,-0.86
Ciambar,2007.0,934.46,40.5,13.69,-0.99,281.38,9.13,3.84,0.03
Ciambar,2008.0,1516.46,55.27,26.08,2.19,185.7,7.14,4.58,-0.82
Ciambar,2009.0,1023.02,45.57,14.15,0.23,244.49,9.23,3.7,0.1
Ciambar,2010.0,1005.02,47.24,10.11,-0.11,742.85,27.57,12.68,1.19
Ciambar,2011.0,746.79,34.11,4.99,-1.05,203.04,8.88,3.17,-0.36
Ciambar,2012.0,840.0,32.8,5.32,-0.3,183.37,6.3,1.34,-0.25
Ciambar,2013.0,1148.07,46.94,17.69,0.98,580.51,21.78,9.0,1.26
Ciambar,2014.0,1521.12,58.3,31.45,1.67,530.94,21.16,10.72,0.81
Ciambar,2015.0,1133.16,47.34,22.09,0.17,149.98,5.51,2.75,-1.42
Ciambar,2016.0,940.16,41.41,13.09,-0.89,812.18,31.17,16.43,1.93
Ciambar,2017.0,756.24,32.58,5.24,0.63,373.63,15.34,6.66,0.69
Ciambar,2018.0,843.26,34.04,9.08,0.2,145.6,5.85,2.35,-0.8
Ciambar,2019.0,856.36,38.27,7.06,-0.21,88.15,4.25,0.08,-1.38
Ciambar,2020.0,1116.15,44.07,19.11,-0.3,338.04,11.32,5.52,0.35
Ciambar,2021.0,995.19,41.84,14.76,-0.06,476.32,16.22,8.3,0.56
Ciambar,2022.0,775.61,31.56,6.89,0.24,623.2,24.46,9.76,1.01
Ciambar,2023.0,904.8,36.39,9.93,0.37,292.66,11.52,4.81,-0.09
Ciambar,2024.0,807.29,35.36,6.33,-0.62,364.92,13.06,6.41,0.08
Ciambar,2025.0,994.32,40.56,14.79,0.98,787.69,31.48,14.86,1.42
Ciambar,2026.0,435.88,17.69,7.81,0.74,,,,
Cibadak,1996.0,518.03,22.71,4.94,,295.9,10.79,5.31,-0.58
Cibadak,1997.0,1137.68,44.3,23.14,0.33,180.59,7.39,3.84,-1.03
Cibadak,1998.0,585.66,23.65,3.72,-2.37,757.62,30.12,15.41,0.97
Cibadak,1999.0,1187.88,50.57,19.73,0.85,214.53,6.01,4.65,-0.83
Cibadak,2000.0,1061.58,46.08,18.26,0.13,247.32,8.65,4.96,-0.41
Cibadak,2001.0,861.62,36.36,13.7,-0.17,400.07,15.08,8.91,0.16
Cibadak,2002.0,709.85,24.69,12.77,-0.23,326.03,7.43,6.45,-0.5
Cibadak,2003.0,794.27,38.33,10.83,-0.94,127.02,3.85,2.3,-1.78
Cibadak,2004.0,846.84,33.49,10.28,-0.5,361.96,13.2,5.6,-0.33
Cibadak,2005.0,1052.87,42.1,19.84,0.22,694.66,22.77,11.84,0.67
Cibadak,2006.0,930.44,40.78,12.14,-0.31,195.45,6.89,4.41,-0.69
Cibadak,2007.0,953.17,43.21,14.43,-1.06,298.18,11.68,5.79,-0.15
Cibadak,2008.0,1576.97,51.95,29.74,1.6,158.11,5.94,1.33,-1.42
Cibadak,2009.0,977.72,41.28,19.05,0.3,326.86,9.01,6.9,0.21
Cibadak,2010.0,787.93,38.37,9.09,-0.51,1024.62,37.93,22.86,1.65
Cibadak,2011.0,811.53,34.63,8.28,-0.26,244.59,7.57,5.27,-0.48
Cibadak,2012.0,890.47,34.57,8.69,-0.07,194.26,8.36,2.88,-0.54
Cibadak,2013.0,1139.47,44.31,22.78,0.94,817.11,30.19,15.67,1.41
Cibadak,2014.0,1397.75,45.02,24.21,1.09,817.38,19.95,12.63,0.76
Cibadak,2015.0,1026.31,39.83,18.26,0.37,164.37,5.77,1.06,-1.04
Cibadak,2016.0,906.39,40.74,11.18,-0.8,1383.4,38.21,26.89,2.32
Cibadak,2017.0,770.19,34.51,7.22,0.78,550.59,15.77,9.19,0.78
Cibadak,2018.0,788.98,34.98,7.64,0.16,203.18,6.25,3.66,-0.67
Cibadak,2019.0,699.86,30.32,6.43,-0.79,109.65,1.87,1.17,-1.55
Cibadak,2020.0,1012.63,39.1,15.97,-0.66,499.3,16.73,10.33,0.8
Cibadak,2021.0,1140.09,44.35,19.49,1.08,539.86,21.76,11.44,0.37
Cibadak,2022.0,763.38,33.55,5.34,0.32,727.54,25.91,14.69,0.83
Cibadak,2023.0,930.44,36.7,11.87,0.35,302.68,10.31,6.02,-0.46
Cibadak,2024.0,688.13,30.38,3.79,-1.26,595.94,20.18,9.58,0.51
Cibadak,2025.0,1094.62,37.08,17.22,1.24,776.53,29.91,17.11,0.93
Cibadak,2026.0,440.69,19.18,8.73,0.46,,,,
Cibeureum,1996.0,667.09,31.0,8.91,,355.7,14.69,7.0,-0.68
Cibeureum,1997.0,1238.1,42.0,25.49,0.12,133.78,6.06,1.08,-1.1
Cibeureum,1998.0,868.14,36.24,11.86,-0.98,686.88,27.0,12.64,1.21
Cibeureum,1999.0,1025.32,45.0,14.36,0.0,163.01,6.0,3.0,-1.22
Cibeureum,2000.0,1099.21,47.55,17.62,0.01,329.47,9.63,7.25,0.21
Cibeureum,2001.0,1138.66,53.77,22.68,0.84,365.94,12.62,7.98,0.29
Cibeureum,2002.0,888.73,36.99,13.88,0.22,307.49,10.06,6.08,-0.38
Cibeureum,2003.0,851.85,34.94,7.91,-1.6,186.34,5.76,2.08,-1.81
Cibeureum,2004.0,912.54,40.92,11.42,-0.49,291.23,12.72,4.89,-0.16
Cibeureum,2005.0,1187.81,52.02,21.69,-0.02,570.17,17.48,10.42,0.3
Cibeureum,2006.0,1166.25,55.29,10.53,0.03,180.89,7.2,4.12,-0.75
Cibeureum,2007.0,964.73,40.84,16.58,-1.23,310.07,11.36,5.09,0.06
Cibeureum,2008.0,1547.37,56.75,29.13,1.88,204.99,6.88,3.71,-0.98
Cibeureum,2009.0,1093.26,45.71,17.89,0.32,267.89,9.92,5.64,0.08
Cibeureum,2010.0,1074.92,48.8,11.32,-0.1,892.52,27.14,19.03,1.21
Cibeureum,2011.0,786.78,33.23,4.76,-0.99,225.42,9.18,4.0,-0.34
Cibeureum,2012.0,894.02,37.85,7.8,-0.25,219.2,7.37,2.39,-0.21
Cibeureum,2013.0,1212.12,54.75,22.14,1.02,708.87,23.75,14.23,1.48
Cibeureum,2014.0,1535.25,58.55,35.14,1.33,640.44,20.65,11.57,0.91
Cibeureum,2015.0,1185.18,49.74,20.07,0.19,149.83,6.49,2.12,-1.43
Cibeureum,2016.0,983.61,44.56,13.19,-1.03,980.88,35.25,20.67,2.0
Cibeureum,2017.0,802.29,31.28,9.04,0.46,400.02,13.05,7.49,0.56
Cibeureum,2018.0,881.54,39.51,9.43,0.25,160.82,6.2,2.08,-0.82
Cibeureum,2019.0,876.12,39.7,6.24,-0.45,97.08,2.7,0.69,-1.45
Cibeureum,2020.0,1146.79,43.3,20.85,-0.55,384.5,10.1,5.75,0.51
Cibeureum,2021.0,1022.84,39.36,16.34,-0.13,540.64,18.09,11.85,0.48
Cibeureum,2022.0,811.51,39.01,5.52,0.4,685.38,24.01,12.35,0.93
Cibeureum,2023.0,951.28,37.9,8.04,0.5,279.16,10.42,3.79,-0.33
Cibeureum,2024.0,834.49,39.45,5.39,-0.83,435.32,15.08,9.08,0.08
Cibeureum,2025.0,1049.62,41.77,13.76,0.82,861.17,31.67,20.95,1.31
Cibeureum,2026.0,408.75,17.36,7.51,0.74,,,,
Cibitung,1996.0,532.75,23.52,5.6,,306.93,11.11,5.03,-0.52
Cibitung,1997.0,1161.59,45.15,22.84,0.34,170.52,6.97,3.76,-1.05
Cibitung,1998.0,618.34,24.53,4.14,-2.31,735.66,28.68,15.32,0.96
Cibitung,1999.0,1156.33,50.25,18.74,0.8,215.62,5.98,4.34,-0.81
Cibitung,2000.0,1064.74,46.18,17.1,0.15,244.71,8.52,4.75,-0.35
Cibitung,2001.0,877.18,38.21,13.68,-0.12,384.01,14.31,9.02,0.18
Cibitung,2002.0,714.27,25.5,13.14,-0.21,312.96,6.76,5.88,-0.5
Cibitung,2003.0,797.34,37.26,10.93,-0.95,130.49,4.02,2.41,-1.77
Cibitung,2004.0,863.76,34.77,10.21,-0.42,349.65,14.15,5.58,-0.36
Cibitung,2005.0,1081.46,42.6,20.32,0.3,674.07,22.84,11.53,0.65
Cibitung,2006.0,936.69,42.15,12.44,-0.31,189.22,7.39,4.09,-0.7
Cibitung,2007.0,962.99,44.71,14.86,-1.04,292.35,11.66,6.07,-0.13
Cibitung,2008.0,1584.39,52.42,30.18,1.67,156.85,5.78,1.91,-1.4
Cibitung,2009.0,995.53,42.29,20.35,0.36,309.51,8.86,6.36,0.19
Cibitung,2010.0,812.45,38.96,9.12,-0.44,995.63,38.78,22.63,1.66
Cibitung,2011.0,816.92,35.51,8.99,-0.25,233.14,7.83,4.26,-0.49
Cibitung,2012.0,892.13,34.78,8.73,-0.06,189.8,7.52,2.57,-0.52
Cibitung,2013.0,1135.76,45.25,21.58,0.93,782.07,29.15,15.25,1.4
Cibitung,2014.0,1391.61,47.0,24.48,1.09,776.07,19.59,11.65,0.72
Cibitung,2015.0,1030.75,40.79,19.0,0.33,163.29,5.95,0.99,-1.05
Cibitung,2016.0,909.05,40.45,11.05,-0.82,1337.44,37.94,26.28,2.35
Cibitung,2017.0,762.93,33.3,6.57,0.76,522.04,15.61,8.05,0.77
Cibitung,2018.0,785.3,35.87,7.32,0.12,195.86,6.18,3.39,-0.68
Cibitung,2019.0,704.68,31.0,6.27,-0.82,105.93,1.67,1.1,-1.56
Cibitung,2020.0,1018.04,39.81,16.64,-0.67,487.13,16.78,10.11,0.81
Cibitung,2021.0,1115.11,43.52,18.04,0.99,525.13,21.24,11.15,0.36
Cibitung,2022.0,757.94,33.15,5.2,0.25,706.09,25.77,14.74,0.82
Cibitung,2023.0,923.66,36.59,11.59,0.31,294.55,10.04,5.52,-0.47
Cibitung,2024.0,693.36,31.52,4.19,-1.31,567.85,19.71,8.99,0.48
Cibitung,2025.0,1078.27,37.35,16.72,1.21,760.51,29.46,15.42,0.93
Cibitung,2026.0,435.53,18.96,8.68,0.42,,,,
Cicantayan,1996.0,622.49,30.13,6.19,,313.58,11.7,5.88,-0.59
Cicantayan,1997.0,1168.71,41.08,25.51,0.13,136.0,4.18,2.63,-1.03
Cicantayan,1998.0,769.47,31.64,10.07,-1.19,599.72,22.68,10.87,1.13
Cicantayan,1999.0,938.53,42.25,10.53,-0.18,150.87,5.1,2.73,-1.17
Cicantayan,2000.0,1055.5,43.98,15.45,0.02,279.68,10.65,4.88,0.15
Cicantayan,2001.0,1035.61,46.19,14.25,0.58,309.3,11.94,5.75,0.22
Cicantayan,2002.0,807.1,30.14,14.14,-0.06,273.6,10.25,3.75,-0.36
Cicantayan,2003.0,795.21,33.75,7.87,-1.66,159.1,5.7,2.47,-1.91
Cicantayan,2004.0,853.02,36.95,7.94,-0.52,248.21,10.86,2.91,-0.28
Cicantayan,2005.0,1129.48,49.61,19.41,-0.04,510.57,15.46,8.57,0.32
Cicantayan,2006.0,1074.76,52.62,11.16,-0.18,160.16,6.02,1.07,-0.78
Cicantayan,2007.0,917.04,40.14,12.63,-1.19,277.0,9.42,4.59,0.04
Cicantayan,2008.0,1503.6,53.77,26.2,1.96,181.41,6.44,4.06,-0.94
Cicantayan,2009.0,1018.95,44.54,15.26,0.22,242.59,9.54,3.62,0.05
Cicantayan,2010.0,1004.17,44.23,12.34,-0.16,766.9,28.17,12.22,1.2
Cicantayan,2011.0,736.18,34.12,3.36,-1.1,196.54,6.96,3.93,-0.39
Cicantayan,2012.0,837.58,31.38,6.53,-0.35,180.37,6.25,1.51,-0.29
Cicantayan,2013.0,1151.03,49.03,19.37,0.98,619.38,21.56,10.91,1.38
Cicantayan,2014.0,1496.16,53.57,30.55,1.49,553.5,19.38,10.79,0.82
Cicantayan,2015.0,1155.26,49.66,23.01,0.26,138.29,4.75,1.99,-1.45
Cicantayan,2016.0,959.07,42.44,13.56,-0.88,859.5,31.2,16.88,2.04
Cicantayan,2017.0,764.69,28.73,7.68,0.61,379.84,16.44,8.13,0.7
Cicantayan,2018.0,838.07,36.9,8.67,0.25,141.27,5.88,2.61,-0.83
Cicantayan,2019.0,870.56,38.13,8.49,-0.17,90.49,4.64,0.65,-1.39
Cicantayan,2020.0,1122.6,44.35,20.06,-0.33,354.41,11.96,5.26,0.5
Cicantayan,2021.0,1008.47,40.81,14.38,0.01,487.79,20.12,7.71,0.56
Cicantayan,2022.0,778.21,31.51,6.59,0.34,638.32,24.72,11.15,0.97
Cicantayan,2023.0,914.8,36.85,9.52,0.45,263.41,10.31,3.81,-0.21
Cicantayan,2024.0,811.52,37.87,5.75,-0.58,387.31,14.71,6.82,0.16
Cicantayan,2025.0,1021.37,39.95,13.62,1.0,777.59,32.08,15.9,1.35
Cicantayan,2026.0,438.44,19.98,7.87,0.8,,,,
Cicurug,1996.0,665.78,32.31,6.94,,396.44,14.8,8.73,-0.59
Cicurug,1997.0,1255.94,42.59,24.81,0.11,146.48,4.72,2.62,-1.18
Cicurug,1998.0,802.78,29.46,8.4,-1.05,635.48,26.73,10.05,1.14
Cicurug,1999.0,995.34,39.55,14.62,-0.2,180.05,5.44,3.43,-1.3
Cicurug,2000.0,1101.66,42.25,18.49,-0.21,351.6,12.0,6.7,0.31
Cicurug,2001.0,1111.37,46.19,20.46,0.55,368.24,14.43,6.55,0.28
Cicurug,2002.0,883.24,39.27,13.54,-0.05,328.08,14.69,6.19,-0.35
Cicurug,2003.0,816.92,35.74,9.39,-1.83,170.34,6.24,4.07,-2.03
Cicurug,2004.0,948.61,40.2,11.29,-0.35,294.62,13.5,3.88,-0.16
Cicurug,2005.0,1204.09,51.98,21.3,-0.06,605.4,20.11,10.72,0.44
Cicurug,2006.0,1129.23,51.74,13.45,-0.32,183.72,7.64,0.85,-0.9
Cicurug,2007.0,1024.25,44.34,16.56,-0.92,332.62,9.99,3.96,0.03
Cicurug,2008.0,1677.1,58.22,31.46,2.27,235.74,8.84,6.42,-0.72
Cicurug,2009.0,1123.36,49.42,18.26,0.25,280.67,9.62,4.99,0.08
Cicurug,2010.0,1110.9,51.99,12.31,-0.0,883.28,32.08,15.43,1.24
Cicurug,2011.0,810.82,36.48,8.02,-1.01,246.22,10.48,4.41,-0.29
Cicurug,2012.0,926.71,40.15,7.13,-0.28,211.56,7.58,1.98,-0.28
Cicurug,2013.0,1240.78,50.56,22.75,0.97,686.16,24.62,11.89,1.26
Cicurug,2014.0,1658.84,62.22,37.08,1.66,613.07,21.14,13.54,0.79
Cicurug,2015.0,1245.41,51.08,27.2,0.18,175.77,5.23,3.01,-1.42
Cicurug,2016.0,1032.25,44.81,16.0,-0.84,921.18,32.87,18.21,1.82
Cicurug,2017.0,831.84,36.53,8.27,0.7,457.41,19.83,8.94,0.75
Cicurug,2018.0,933.12,39.66,11.35,0.19,171.35,6.47,2.69,-0.8
Cicurug,2019.0,920.35,43.09,7.81,-0.29,107.2,4.8,0.63,-1.39
Cicurug,2020.0,1226.43,50.89,20.76,-0.24,389.3,13.4,6.62,0.28
Cicurug,2021.0,1084.02,46.61,17.82,-0.12,548.48,18.32,10.49,0.56
Cicurug,2022.0,842.75,35.48,7.3,0.18,722.7,28.84,11.77,0.98
Cicurug,2023.0,973.37,39.3,12.52,0.31,355.11,12.87,5.63,-0.09
Cicurug,2024.0,878.43,40.92,8.4,-0.68,424.47,15.13,6.83,0.07
Cicurug,2025.0,1056.22,43.27,16.08,0.86,928.21,35.24,18.32,1.44
Cicurug,2026.0,471.83,20.2,10.41,0.67,,,,
Cidadap,1996.0,593.79,27.7,6.09,,327.06,10.09,7.12,-0.65
Cidadap,1997.0,1123.12,47.42,21.43,0.09,153.3,4.73,2.24,-1.15
Cidadap,1998.0,716.56,27.23,3.78,-2.18,781.6,27.94,15.72,1.12
Cidadap,1999.0,1122.23,49.99,17.13,0.71,218.73,5.53,4.86,-0.74
Cidadap,2000.0,1091.49,47.54,16.69,0.2,269.59,10.37,5.0,-0.21
